,Year,State,County,Deaths,Population,Mortality Rate
0,2003,AR,Pulaski County,18.0,365258.0,4.928023479294088e-05
1,2004,AR,Pulaski County,35.0,366608.0,9.546982062584559e-05
2,2005,AR,Benton County,10.0,186756.0,5.354580307995459e-05
3,2005,AR,Pulaski County,41.0,368274.0,0.00011133015092023873
4,2005,AR,Saline County,10.0,93493.0,0.0001069598793492561
5,2006,AR,Benton County,10.0,195569.0,5.113284825304624e-05
6,2006,AR,Craighead County,10.0,89725.0,0.00011145165784341042
7,2006,AR,Pulaski County,32.0,371647.0,8.610321084254683e-05
8,2006,AR,Saline County,10.0,96661.0,0.0001034543404268526
9,2006,AR,Washington County,10.0,190314.0,5.25447418476833e-05
10,2007,AR,Benton County,13.0,203664.0,6.383062298688035e-05
11,2007,AR,Garland County,13.0,94753.0,0.00013719882220088018
12,2007,AR,Pulaski County,27.0,373403.0,7.230793539419877e-05
13,2007,AR,Sebastian County,28.0,122946.0,0.00022774226082995785
14,2008,AR,Benton County,12.0,210807.0,5.6924105935761146e-05
15,2008,AR,Craighead County,15.0,93316.0,0.00016074413819709373
16,2008,AR,Crawford County,11.0,60933.0,0.00018052615167479035
17,2008,AR,Garland County,12.0,95636.0,0.00012547576226525577
18,2008,AR,Pulaski County,30.0,376567.0,7.966709775418452e-05
19,2008,AR,Saline County,11.0,102599.0,0.00010721352059961598
20,2008,AR,Sebastian County,16.0,123762.0,0.00012928039301239475
21,2009,AR,Benton County,15.0,216620.0,6.924568368571692e-05
22,2009,AR,Craighead County,20.0,95482.0,0.00020946356381307472
23,2009,AR,Crawford County,13.0,61595.0,0.0002110560922152772
24,2009,AR,Garland County,12.0,95840.0,0.00012520868113522537
25,2009,AR,Pulaski County,28.0,380053.0,7.367393495117786e-05
26,2009,AR,Sebastian County,16.0,125116.0,0.00012788132612935195
27,2010,AR,Benton County,20.0,222593.0,8.985008513295566e-05
28,2010,AR,Craighead County,13.0,96748.0,0.00013436970273287302
29,2010,AR,Faulkner County,11.0,114026.0,9.646922631680494e-05
30,2010,AR,Garland County,24.0,96067.0,0.00024982564252032434
31,2010,AR,Pulaski County,55.0,383538.0,0.00014340169683316908
32,2010,AR,Sebastian County,11.0,125737.0,8.748419319691102e-05
33,2010,AR,Washington County,10.0,204024.0,4.9013841508842094e-05
34,2011,AR,Benton County,18.0,229171.0,7.854396935039774e-05
35,2011,AR,Craighead County,10.0,98405.0,0.0001016208525989533
36,2011,AR,Crawford County,14.0,61796.0,0.00022655188038060717
